english,amazigh,tifinagh,script
Want a drink,Teɣsem ad teswem kra,,Latin
Want a drink,Teɣsemt ad teswemt kra,,Latin
Wash the car,Ssired takeṛṛust,,Latin
Wash the car,Ssiredd takeṛṛust,,Latin
Wash the car,Ssired takeṛṛustnni,,Latin
We all agree,Neqbel ilkellnneɣ,,Latin
We all agree,Aqlaɣ neqbel ilkellnneɣ,,Latin
We all do it,Netteg akk aya,,Latin
We apologize,Ṣemḥetaneɣ,,Latin
We are Arabs,Nekkni d Aɛṛaben,,Latin
We are Arabs,Nekkenti d Taɛṛabin,,Latin
We asked why,Nesseqsa acuɣer,,Latin
We ate a lot,Nečča ḥawli,,Latin
We beat them,Nernaten,,Latin
We beat them,Nernatent,,Latin
We came last,Newweḍd d ineggura,,Latin
We can begin,Nezmer ad nebdu,,Latin
We can do it,Nezmer ad ttneg,,Latin
We cant win,Ur nezmir ara ad nessemzi,,Latin
We didnt go,Ur neddi ara,,Latin
We eat early,Nekkni nettett zik,,Latin
We eat early,Nekkenti nettett zik,,Latin
We feel fine,Nettḥulfu i yimannneɣ nelha,,Latin
We felt sick,Nḥulfa i yimannneɣ nuḍen,,Latin
We felt sick,Nḥulfa i yimannteɣ nuḍen,,Latin
We found Tom,Nufad Tom,,Latin
We found one,Nufad yiwen,,Latin
We found one,Nufad yiwet,,Latin
We had lunch,Necca imekli,,Latin
We have food,Nesɛa ucci,,Latin
We have hope,Nessaram,,Latin
We have room,Nesɛa littseɛ,,Latin
We have some,Nesɛa cwiṭ,,Latin
We have time,Nesɛa akud,,Latin
We have wine,Nesεa ismed,,Latin
We heard Tom,Neslaas i Tom,,Latin
We heard you,Neslaak,,Latin
We heard you,Neslaam,,Latin
We heard you,Neslaawen,,Latin
We heard you,Neslaawent,,Latin
We hired Tom,Nessexdem Tom,,Latin
We knew that,Nella neẓra aya,,Latin
We knew this,Nella neẓra aya,,Latin
We know that,Neẓra aya,,Latin
We know this,Neẓra aya,,Latin
We like math,Nra tusnakt,,Latin
We looked up,Nemmuqqel d asawen,,Latin
We love golf,Nḥemmel agulf,,Latin
We love math,Nra tusnakt,,Latin
We love snow,Nḥemmel adfel,,Latin
We love this,Nḥemmel aya,,Latin
We loved Tom,Nella nḥemmel Tom,,Latin
We need help,Neḥwaj tallalt,,Latin
We need help,Nesri tallalt,,Latin
We need rain,Neḥwaǧ anẓar,,Latin
We need them,Neḥwajiten,,Latin
We need them,Neḥwajitent,,Latin
We need this,Neḥwaj aya,,Latin
We need time,Neḥwaj akud,,Latin
We overslept,Neṭṭes ujar n lqed,,Latin
We should go,A win yufan ad neddu,,Latin
We surrender,Nefkad imannneɣ,,Latin
We surrender,Nefkad imannteɣ,,Latin
We trust him,Netteg degs laman,,Latin
We want meat,Nebɣa aksum,,Latin
We watch PBS,Nettwali PBS,,Latin
We went home,Nedda s tgemmi,,Latin
We went too,Ula d nekkni nedda,,Latin
We went too,Ula d nekkenti nedda,,Latin
We were sick,Nella nuḍen,,Latin
We won a lot,Nella nrebbeḥ ḥawli,,Latin
We work here,Nettmahal da,,Latin
We work here,Nekkni nettmahal da,,Latin
We work here,Nekkenti nettmahal da,,Latin
We work here,Da ay nettmahal,,Latin
We work here,Nekkni da ay nettmahal,,Latin
We work here,Nekkenti da ay nettmahal,,Latin
We work here,Da ay nettmahal nekkni,,Latin
We work here,Da ay nettmahal nekkenti,,Latin
Well fix it,Ad tnṣeggem,,Latin
Well fix it,Ad ttnṣeggem,,Latin
Well go now,Tura ad nṛuḥ,,Latin
Well manage,Ad ndebbeṛ tabejnanneɣ,,Latin
Well try it,Ad tneɛreḍ,,Latin
Well try it,Ad neɛreḍ aya,,Latin
Well try it,Ad ttneɛreḍ,,Latin
Were OK now,Aqlaneɣ bxir tura,,Latin
Were actors,Nekkni d isegbaren,,Latin
Were at war,Aqlaneɣ deg umgaru,,Latin
Were biased,Ur neṭṭif ara talemmast,,Latin
Were biased,Mačči d irawsanen i nella,,Latin
Were buying,Ad dnseɣ,,Latin
Were buying,Aqlaɣ la dnessaɣ,,Latin
Were closed,Tbelleɛ tḥanut,,Latin
Were closed,Aqlaneɣ nbelleɛ,,Latin
Were coming,Aqlaɣn,,Latin
Were crying,Aqlaɣ nettru,,Latin
Were famous,Nekkni mechuṛit,,Latin
Were famous,Nekkenti mechuṛit,,Latin
Were joking,Aqlaɣ nettqeṣṣir,,Latin
Were joking,La nettqeṣṣir,,Latin
Were joking,Nettqeṣṣir,,Latin
Were moving,Aqlaɣ nettewliwil,,Latin
Were scared,Nexleɛ,,Latin
Were scared,Nessexlaɛ,,Latin
Were strong,Nekkni nejhed,,Latin
Were trying,Aqlaneɣ nettarem,,Latin
Weve got it,Nesɛat,,Latin
Weve got it,Nesɛatt,,Latin
Welcome back,Anṣuf yesk tikkelt niḍen,,Latin
Welcome home,Anṣuf yisk s axxam,,Latin
Welcome home,Anṣuf yism s axxam,,Latin
Welcome home,Anṣuf yiswen s axxam,,Latin
Welcome home,Anṣuf yiswent s axxam,,Latin
What a nerve,Akken d lqella n leḥya,,Latin
What a shame,D ttbehdila,,Latin
What a shame,D abehdel,,Latin
What an idea,I tgerrez tektia,,Latin
What bit you,D acu ay kyeqqsen,,Latin
What bit you,D acu ay kemyeqqsen,,Latin
What bit you,D acu ay kenyeqqsen,,Latin
What bit you,D acu ay kentyeqqsen,,Latin
What bit you,D acu ay kikerrcen,,Latin
What bit you,D acu ay kemikerrcen,,Latin
What bit you,D acu ay kenikerrcen,,Latin
What bit you,D acu ay kentikerrcen,,Latin
What is that,D acut wa,,Latin
What is this,D acut wa,,Latin
What is this,D acutt ta,,Latin
Whats a UFO,D acutt tɣawsa tamafagt ur yettwaɛeqlen,,Latin
Whats money,Matta yellan ddṛahem,,Latin
Whats wrong,D acu akka ay ixeṣren,,Latin
Where are we,Anda nella,,Latin
Where are we,Anda ay aqlaɣ,,Latin
Where is Tom,Anda yella Tom,,Latin
Where is Tom,Andat Tom,,Latin
Who are they,Anwiten,,Latin
Who are they,Anwitent,,Latin
Who canceled,Anwa ay ibeṭlen,,Latin
Who canceled,Anwa ay isemmten,,Latin
Who has time,Wi yestufan,,Latin
Who paid you,Anwa ay kixellṣen,,Latin
Who paid you,Anwa ay kemixellṣen,,Latin
Who paid you,Anwa ay kenixellṣen,,Latin
Who paid you,Anwa ay kentixellṣen,,Latin
Who paid you,Anwa ay yellan yettxelliṣik,,Latin
Who paid you,Anwa ay yellan yettxelliṣikem,,Latin
Who paid you,Anwa ay yellan yettxelliṣiken,,Latin
Who paid you,Anwa ay yellan yettxelliṣikent,,Latin
Who pays you,Anwa ay kyettxelliṣen,,Latin
Who pays you,Anwa ay kemyettxelliṣen,,Latin
Who pays you,Anwa ay kenyettxelliṣen,,Latin
Who pays you,Anwa ay kentyettxelliṣen,,Latin
Who will win,Anwa ara irebḥen,,Latin
Whos absent,Wi iɣaben,,Latin
Whos absent,Wi iban,,Latin
Whos buying,Anwa ara dyesɣen,,Latin
Why fight it,Acimi ad innaɣ walbaɛḍ d waya,,Latin
Why quit now,Acimi ad nefcel tura,,Latin
Why thank me,Acuɣer ad iyidtiniḍ ṣaḥḥa,,Latin
Why was that,Acuɣer ayagi akk,,Latin
Will Tom die,Ad yemmet Tom,,Latin
Will he live,Ad yeslek,,Latin
Will it work,Ad yečč waya,,Latin
Will it work,Ad tečč,,Latin
Wish me luck,Ssiremiyi tawenza,,Latin
Wont you go,Ur tettedduḍ,,Latin
Write to Tom,Aruas i Tom,,Latin
Write to Tom,Arutas i Tom,,Latin
Write to Tom,Arumas i Tom,,Latin
Write to Tom,Arumtas i Tom,,Latin
Years passed,Ɛeddan yiseggasen,,Latin
You amuse me,Tesseḍsayediyi,,Latin
You amuse me,Tesseḍsayemiyi,,Latin
You amuse me,Tesseḍsayemtiyi,,Latin
You annoy me,Tesqelliqediyi,,Latin
You annoy me,Tesqelliqeḍiyi,,Latin
You annoy me,Tesqelliqemiyi,,Latin
You annoy me,Tesqelliqemtiyi,,Latin
You are good,Kecc telhiḍ,,Latin
You are late,Tɛeḍḍled,,Latin
You are late,Tɛeḍḍlem,,Latin
You are late,Tɛeḍḍlemt,,Latin
You are late,Tɛeṭlem,,Latin
You are lazy,Kečč d ameɛdaz,,Latin
You are lazy,Kemm d tameɛdazt,,Latin
You are lazy,Kenwi d imeɛdazen,,Latin
You are lazy,Kennemti d timeɛdazin,,Latin
You are rich,Kečč d anesbaɣur,,Latin
You are rich,Kemm d tanesbaɣurt,,Latin
You are rich,Kenwi d inesbaɣuren,,Latin
You are rich,Kennemti d tinesbaɣurin,,Latin
You can come,Tzemred ad dtased,,Latin
You can come,Tzemreḍ ad dtaseḍ,,Latin
You can come,Tzemrem ad dtasem,,Latin
You can come,Tzemremt ad dtasemt,,Latin
You can help,Tzemred ad dtalled,,Latin
You can help,Tzemred ad dtɛawned,,Latin
You can help,Tzemrem ad dtɛawnem,,Latin
You can help,Tzemremt ad dtɛawnemt,,Latin
You can help,Tzemrem ad dtallem,,Latin
You can help,Tzemremt ad dtallemt,,Latin
You can stay,Tzemred ad teqqimed,,Latin
You can stay,Tzemreḍ ad teqqimeḍ,,Latin
You can stay,Tzemrem ad teqqimem,,Latin
You can stay,Tzemremt ad teqqimemt,,Latin
You can stop,Tzemred ad tḥebsed,,Latin
You can stop,Tzemreḍ ad tḥebseḍ,,Latin
You can stop,Tzemrem ad tḥebsem,,Latin
You can stop,Tzemremt ad tḥebsemt,,Latin
You can stop,Tzemred ad tbedded,,Latin
You can stop,Tzemreḍ ad tbeddeḍ,,Latin
You can stop,Tzemrem ad tbeddem,,Latin
You can stop,Tzemremt ad tbeddemt,,Latin
You clean up,D kečč ara dyessizedgen,,Latin
You clean up,D kemm ara dyessizedgen,,Latin
You clean up,D kenwi ara dyessizedgen,,Latin
You clean up,D kennemti ara dyessizedgen,,Latin
You did that,Tgid aya,,Latin
You did that,Tgiḍ aya,,Latin
You did that,Tgam aya,,Latin
You did that,Tgamt aya,,Latin
You did this,Tgid aya,,Latin
You did this,Tgiḍ aya,,Latin
You did this,Tgam aya,,Latin
You did this,Tgamt aya,,Latin
You did well,Tsellkeḍ iɣefnnek,,Latin
You did well,Tgid akken yelha,,Latin
You did well,Tgiḍ akken yelha,,Latin
You did well,Tgam akken yelha,,Latin
You did well,Tgamt akken yelha,,Latin
You did well,Tsellked iɣefnnek,,Latin
You did well,Tsellked iɣefnnem,,Latin
You did well,Tsellkeḍ iɣefnnem,,Latin
You did well,Tsellkem iɣfawennwen,,Latin
You did well,Tsellkemt iɣfawennwent,,Latin
You did well,Tessukksed iɣefnnek,,Latin
You did well,Tessukksed iɣefnnem,,Latin
You did well,Tessukkseḍ iɣefnnek,,Latin
You did well,Tessukkseḍ iɣefnnem,,Latin
You did well,Tessukksem iɣefnwen,,Latin
You did well,Tessukksemt iɣefnwent,,Latin
You did well,Tewwidd igmaḍ yelhan,,Latin
You did well,Tewwiḍd igmaḍ yelhan,,Latin
You did well,Tewwimd igmaḍ yelhan,,Latin
You did well,Tewwimtd igmaḍ yelhan,,Latin
You did well,Lhan yigmaḍnnek,,Latin
You did well,Lhan yigmaḍnnem,,Latin
You did well,Lhan yigmaḍnwen,,Latin
You did well,Lhan yigmaḍnwent,,Latin
You fixed it,Tṣeggmedt,,Latin
You fixed it,Tṣeggmeḍt,,Latin
You fixed it,Tṣeggmemt,,Latin
You fixed it,Tṣeggmemtt,,Latin
You fixed it,Tṣeggmedtt,,Latin
You fixed it,Tṣeggmeḍtt,,Latin
You fixed it,Tṣeggmemttt,,Latin
You go ahead,Zwir kemm,,Latin
You go ahead,Zwir,,Latin
You go ahead,Zwir kečč,,Latin
You go ahead,Zwiret kenwi,,Latin
You go ahead,Zwiremt kennemti,,Latin
You go ahead,Zwiret,,Latin
You go ahead,Zwirem,,Latin
You go ahead,Zwiremt,,Latin
You go ahead,Zwirem kenwi,,Latin
You go ahead,D kečč ara yezwiren,,Latin
You go ahead,D kemm ara yezwiren,,Latin
You go ahead,D kenwi ara yezwiren,,Latin
You go ahead,D kennemti ara yezwiren,,Latin
You go first,Zwir kecc,,Latin
You go first,Zwir kemm,,Latin
You go first,Ddu kečč d amezwaru,,Latin
You go first,Ddu kemm d tamezwarut,,Latin
You go first,Zwir kečč,,Latin
You go first,Zwiret kenwi,,Latin
You go first,Zwiremt kennemti,,Latin
You hurt him,Tḍurreḍt,,Latin
You hurt him,Tqerḥeḍt,,Latin
You imbecile,A abajjar,,Latin
You imbecile,A tabajjart,,Latin
You imbecile,A amduqqer,,Latin
You imbecile,A tamduqqert,,Latin
You know her,Tessnedtt,,Latin
You know her,Tessneḍtt,,Latin
You know her,Tessnemtt,,Latin
You know her,Tessnemttt,,Latin
You know him,Tessnedt,,Latin
You know him,Tessneḍt,,Latin
You know him,Tessnemt,,Latin
You know him,Tessnemtt,,Latin
You know how,Tessned amek,,Latin
You know how,Tessneḍ amek,,Latin
You know how,Tessnem amek,,Latin
You know how,Tessnemt amek,,Latin
You look bad,Ur la dtettbaneḍ ara telhiḍ,,Latin
You look fat,Tettbanedd d azuran,,Latin
You look fat,Tettbanedd zured,,Latin
You look fat,Ibayen gik mas teḍnid,,Latin
You look fat,Iḍher gik mas teḍnid,,Latin
You look fat,Yuman gik mas teḍnid,,Latin
You look fat,Ibayen gik is teḍnid,,Latin
You look fat,Iḍher gik is teḍnid,,Latin
You look fat,Yuman gik is teḍnid,,Latin
You look fat,Tened meqred,,Latin
You look sad,Tettbanedd tenneɣnad,,Latin
You look sad,Tettbaneḍd tenneɣnaḍ,,Latin
You look sad,Tettbanemd tenneɣnam,,Latin
You look sad,Tettbanemtd tenneɣnamt,,Latin
You may swim,Tzemreḍ ad tɛumeḍ,,Latin
You must eat,Yessefk ad tecced,,Latin
You must eat,Yessefk ad teccem,,Latin
You must eat,Yessefk ad teccemt,,Latin
You must run,Yessefk ad tazzled,,Latin
You must run,Yessefk ad tazzlem,,Latin
You must run,Yessefk ad tazzlemt,,Latin
You must try,Yessefk ad tɛerḍed,,Latin
You must try,Yessefk ad tɛerḍem,,Latin
You must try,Yessefk ad tɛerḍemt,,Latin
You must try,Yessefk ad tarmed,,Latin
You must try,Yessefk ad tarmem,,Latin
You must try,Yessefk ad tarmemt,,Latin
You promised,Tṛeggmedd,,Latin
You promised,Tṛeggmemd,,Latin
You promised,Tṛeggmemtd,,Latin
You saved us,Tessukksemaneɣd,,Latin
You saved us,Tessukksemtaneɣd,,Latin
You saved us,Tessukksedaneɣd,,Latin
You saved us,Tessukkseḍaneɣd,,Latin
You scare me,Tessexlaɛediyi,,Latin
You scare me,Tessexlaɛeḍiyi,,Latin
You scare me,Tessexlaɛemiyi,,Latin
You scare me,Tessexlaɛemtiyi,,Latin
You shot Tom,Tqersed ɣef Tom,,Latin
You shot Tom,Tqerseḍ ɣef Tom,,Latin
You shot Tom,Tqersem ɣef Tom,,Latin
You shot Tom,Tqersemt ɣef Tom,,Latin
You shot Tom,D kečč ay iqersen ɣef Tom,,Latin
You shot Tom,D kemm ay iqersen ɣef Tom,,Latin
You shot Tom,D kenwi ay iqersen ɣef Tom,,Latin
You shot Tom,D kennemti ay iqersen ɣef Tom,,Latin
You stay put,Qqim anda ay tellid,,Latin
You stay put,Qqim anda ay telliḍ,,Latin
You stay put,Qqimet anda ay tellam,,Latin
You stay put,Qqimem anda ay tellam,,Latin
You stay put,Qqimemt anda ay tellamt,,Latin
You survived,Tselked,,Latin
You survived,Tselkem,,Latin
You survived,Tselkemt,,Latin
You watch it,Ɛassit,,Latin
You watch it,Ɛassitt,,Latin
You watch it,Ɛassett,,Latin
You watch it,Ɛassemt,,Latin
You watch it,Ɛassemtt,,Latin
You watch it,Ɛassettt,,Latin
You watch it,Ɛassemttt,,Latin
You watch it,Ssemḍefit,,Latin
You watch it,Ssemḍefitt,,Latin
You watch it,Smeḍfett,,Latin
You watch it,Smeḍfettt,,Latin
You watch it,Smeḍfemt,,Latin
You watch it,Smeḍfemtt,,Latin
You watch it,Smeḍfemttt,,Latin
You were shy,Tessetḥad,,Latin
You were shy,Tessetḥaḍ,,Latin
You were shy,Tessetḥam,,Latin
You were shy,Tessetḥamt,,Latin
You were shy,Tellid tettsetḥid,,Latin
You were shy,Telliḍ tettsetḥiḍ,,Latin
You were shy,Tellam tettsetḥim,,Latin
You were shy,Tellamt tettsetḥimt,,Latin
You will die,Ad temmted,,Latin
You will die,Ad temmtem,,Latin
You will die,Ad temmtemt,,Latin
You will die,Ad temmteḍ,,Latin
You will eat,Ad teččeḍ,,Latin
You will see,Ad teẓred,,Latin
You will see,Ad teẓrem,,Latin
You will see,Ad teẓremt,,Latin
You will see,Ad twalim,,Latin
You will see,Ad twalimt,,Latin
You will see,Ad twalid,,Latin
Youll be OK,Ur ttaggad Ur kyettaɣ wacemma,,Latin
Youll be OK,Ur ttaggad Ur kemyettaɣ wacemma,,Latin
Youll be OK,Ur ttaggadet Ur kenyettaɣ wacemma,,Latin
Youll be OK,Ur ttaggadem Ur kenyettaɣ wacemma,,Latin
Youll be OK,Ur ttaggademt Ur kentyettaɣ wacemma,,Latin
Youll be OK,Ur ttaggad Ad tilid bxir,,Latin
Youll be OK,Ur ttaggadet Ad tilim bxir,,Latin
Youll be OK,Ur ttaggadem Ad tilim bxir,,Latin
Youll be OK,Ur ttaggademt Ad tilimt bxir,,Latin
Youll do it,Ad ttged,,Latin
Youll do it,Ad ttgeḍ,,Latin
Youll do it,Ad ttgem,,Latin
Youll do it,Ad ttgemt,,Latin
Youll do it,Ad tttged,,Latin
Youll do it,Ad tttgeḍ,,Latin
Youll do it,Ad tttgem,,Latin
Youll do it,Ad tttgemt,,Latin
Youre awful,Kečč d anakkaḍ,,Latin
Youre crazy,Tselbed,,Latin
Youre crazy,Tselbem,,Latin
Youre crazy,Tselbemt,,Latin
Youre crazy,Tebbehbaḍ,,Latin
Youre crazy,Tebbehbam,,Latin
Youre crazy,Tebbehbamt,,Latin
Youre dying,Ur tettɛeṭṭileḍ ara ad temmteḍ,,Latin
Youre dying,Aqlik tettmettated,,Latin
Youre dying,Aqlikem tettmettated,,Latin
Youre dying,Aqlikem tettmettateḍ,,Latin
Youre dying,Aqlik tettmettateḍ,,Latin
Youre dying,Aqliken tettmettatem,,Latin
Youre dying,Aqlikent tettmettatemt,,Latin
Youre dying,Ur tettɛeṭṭiled ara ad temmted,,Latin
Youre dying,Ur tettɛeṭṭilem ara ad temmtem,,Latin
Youre dying,Ur tettɛeṭṭilemt ara ad temmtemt,,Latin
Youre fired,Tettwaẓẓɛed,,Latin
Youre fired,Tettwaẓẓɛem,,Latin
Youre fired,Tettwaẓẓɛemt,,Latin
Youre fools,Kenwi d ibajjaren,,Latin
Youre fools,Kennemti d tibajjarin,,Latin
Youre fools,Kenwi d imduqqren,,Latin
Youre fools,Kennemti d timduqqrin,,Latin
Youre fussy,Kečč tcerrḍed aṭas,,Latin
Youre fussy,Kečč tcerrḍeḍ aṭas,,Latin
Youre fussy,Kemm tcerrḍed aṭas,,Latin
Youre fussy,Kemm tcerrḍeḍ aṭas,,Latin
Youre fussy,Kenwi tcerrḍem aṭas,,Latin
Youre fussy,Kennemti tcerrḍemt aṭas,,Latin
Youre great,Kečč tgerrzed,,Latin
Youre great,Kečč tgerrzeḍ,,Latin
Youre great,Kemm tgerrzed,,Latin
Youre great,Kemm tgerrzeḍ,,Latin
Youre great,Kenwi tgerrzem,,Latin
Youre great,Kennemti tgerrzemt,,Latin
Youre great,Kečč d imgerrez,,Latin
Youre great,Kemm d timgerrezt,,Latin
Youre great,Kenwi d imgerrzen,,Latin
Youre great,Kennemti d timgerrzin,,Latin
Youre harsh,Tweɛṛed,,Latin
Youre harsh,Tweɛṛeḍ,,Latin
Youre harsh,Tweɛṛem,,Latin
Youre harsh,Tweɛṛemt,,Latin
Youre harsh,Kečč tweɛṛed,,Latin
Youre harsh,Kečč tweɛṛeḍ,,Latin
Youre harsh,Kemm tweɛred,,Latin
Youre harsh,Kemm tweɛreḍ,,Latin
Youre harsh,Kenwi tweɛṛem,,Latin
Youre harsh,Kennemti tweɛṛemt,,Latin
Youre lucky,Tesɛiḍ zzheṛ,,Latin
Youre lucky,Tesɛam zzheṛ,,Latin
Youre lucky,Tesɛamt zzheṛ,,Latin
Youre lucky,Tlid arezg,,Latin
Youre lying,Teskiddibeḍ,,Latin
Youre lying,Teskiddibem,,Latin
Youre lying,Teskerkised,,Latin
Youre lying,Teskerkiseḍ,,Latin
Youre lying,Teskerkisem,,Latin
Youre lying,Teskerkisemt,,Latin
Youre lying,Aqlik teskerkised,,Latin
Youre lying,Aqlik teskerkiseḍ,,Latin
Youre lying,Aqlikem teskerkised,,Latin
Youre lying,Aqlikem teskerkiseḍ,,Latin
Youre lying,Aqliken teskerkisem,,Latin
Youre lying,Aqlikent teskerkisemt,,Latin
Youre lying,La teskerkised,,Latin
Youre lying,La teskerkisem,,Latin
Youre lying,La teskerkisemt,,Latin
Youre naive,Kečč d nneyya,,Latin
Youre naive,Kemm d nneyya,,Latin
Youre naive,Kenwi d nneyyat,,Latin
Youre naive,Kennemti d nneyyat,,Latin
Youre quiet,Kečč d asusam,,Latin
Youre quiet,Kemm d tasusamt,,Latin
Youre quiet,Kenwi d isusamen,,Latin
Youre quiet,Kennemti d tisusamin,,Latin
Youre quiet,Tsusmed,,Latin
Youre quiet,Tsusmeḍ,,Latin
Youre quiet,Tsusmem,,Latin
Youre quiet,Tsusmemt,,Latin
Youre quiet,Aqlik tsusmed,,Latin
Youre quiet,Aqlik tsusmeḍ,,Latin
Youre quiet,Aqlikem tsusmed,,Latin
Youre quiet,Aqlikem tsusmeḍ,,Latin
Youre quiet,Aqliken tsusmem,,Latin
Youre quiet,Aqlikent tsusmemt,,Latin
Youre ready,Twejded,,Latin
Youre ready,Twejdeḍ,,Latin
Youre ready,Twejdem,,Latin
Youre ready,Twejdemt,,Latin
Youre ready,Temmutged,,Latin
Youre ready,Temmutgeḍ,,Latin
Youre ready,Temmutgem,,Latin
Youre ready,Temmutgemt,,Latin
Youre ready,Aqlik twejded,,Latin
Youre ready,Aqlikem twejded,,Latin
Youre ready,Aqliken twejdem,,Latin
Youre ready,Aqlikent twejdemt,,Latin
Youre ready,Aqlik temmutged,,Latin
Youre ready,Aqlik temmutgeḍ,,Latin
Youre ready,Aqlikem temmutged,,Latin
Youre ready,Aqlikem temmutgeḍ,,Latin
Youre ready,Aqliken temmutgem,,Latin
Youre ready,Aqlikent temmutgemt,,Latin
Youre right,Tesɛid lḥeqq,,Latin
Youre right,Tesɛam lḥeqq,,Latin
Youre right,Tesɛamt lḥeqq,,Latin
Youre right,Tɣeẓned,,Latin
Youre right,Tɣeẓnem,,Latin
Youre right,Tɣeẓnemt,,Latin
Youre scary,Tessexlaɛeḍ,,Latin
Youre sharp,Tmesded,,Latin
Youre sharp,Tmesdeḍ,,Latin
Youre sharp,Tmesdem,,Latin
Youre sharp,Tmesdemt,,Latin
Youre sharp,Kečč d umsid,,Latin
Youre sharp,Kemm d tumsidt,,Latin
Youre sharp,Kenwi d umsiden,,Latin
Youre sharp,Kennemti d tumsidin,,Latin
Youre silly,Kečč d abajjar,,Latin
Youre silly,Kemm d tabajjart,,Latin
Youre silly,Kenwi d ibajjaren,,Latin
Youre silly,Kennemti d tibajjarin,,Latin
Youre silly,Kečč d amduqqer,,Latin
Youre silly,Kemm d tamduqqert,,Latin
Youre silly,Kennemti d timduqqrin,,Latin
Youre silly,Kenwi d imquddren,,Latin
Youre small,Kečč d amecṭuḥ,,Latin
Youre small,Kemm d tamecṭuḥt,,Latin
Youre small,Kenwi d imecṭuḥen,,Latin
Youre small,Kennemti d timecṭuḥin,,Latin
Youre small,Kečč mecṭuḥed,,Latin
Youre small,Kečč mecṭuḥeḍ,,Latin
Youre small,Kemm mecṭuḥed,,Latin
Youre small,Kemm mecṭuḥemḍ,,Latin
Youre small,Kenwi mecṭuḥit,,Latin
Youre small,Kennemti mecṭuḥit,,Latin
Youre small,Kečč d awezzlan,,Latin
Youre small,Kemm d tawezzlant,,Latin
Youre small,Kenwi d iwezzlanen,,Latin
Youre small,Kennemti d tiwezzlanin,,Latin
Youre small,Kečč wezziled,,Latin
Youre small,Kečč wezzileḍ,,Latin
Youre small,Kemm wezziled,,Latin
Youre small,Kemm wezzileḍ,,Latin
Youre small,Kenwi wezzilit,,Latin
Youre small,Kennemti wezzilit,,Latin
Youre small,Mecṭuḥed,,Latin
Youre small,Mecṭuḥeḍ,,Latin
Youre small,Wezziled,,Latin
Youre small,Wezzileḍ,,Latin
Youre smart,Kečč d amiɣis,,Latin
Youre tired,Teɛyid,,Latin
Youre tired,Teɛyiḍ,,Latin
Youre tired,Teɛyam,,Latin
Youre tired,Teɛyamt,,Latin
Youre tired,Teṛmid,,Latin
Youre tired,Teṛmiḍ,,Latin
Youre tired,Teṛmim,,Latin
Youre tired,Teṛmimt,,Latin
Youre tired,Aqlik teɛyid,,Latin
Youre tired,Aqlik teɛyiḍ,,Latin
Youre tired,Aqlikem teɛyid,,Latin
Youre tired,Aqlikem teɛyiḍ,,Latin
Youre tired,Aqliken teɛyam,,Latin
Youre tired,Aqlikent teɛyamt,,Latin
Youre tired,Aqlik teṛmid,,Latin
Youre tired,Aqlik teṛmiḍ,,Latin
Youre tired,Aqlikem teṛmid,,Latin
Youre tired,Aqlikem teṛmiḍ,,Latin
Youre tired,Aqliken teṛmim,,Latin
Youre tired,Aqlikent teṛmimt,,Latin
Youre tough,Tweɛred,,Latin
Youre tough,Tweɛrem,,Latin
Youre tough,Tweɛremt,,Latin
Youre upset,Iɣaḍikem lḥal,,Latin
Youre upset,Yeddaam lḥal,,Latin
Youre upset,Ur kemyeɛjib ara lḥal,,Latin
Youre upset,Ur kyeɛjib ara lḥal,,Latin
Youre upset,Iɣaḍik lḥal,,Latin
Youre upset,Iɣaḍiken lḥal,,Latin
Youre upset,Iɣaḍikent lḥal,,Latin
Youre upset,Tɣaḍik tegnit,,Latin
Youre upset,Tɣaḍikem tegnit,,Latin
Youre upset,Tɣaḍiken tegnit,,Latin
Youre upset,Tɣaḍikent tegnit,,Latin
Youre upset,Yeddaak lḥal,,Latin
Youre upset,Yeddaawen lḥal,,Latin
Youre upset,Yeddaawent lḥal,,Latin
Youre young,Kečč meẓẓiyed,,Latin
Youre young,Kemm meẓẓiyed,,Latin
Youve grown,Timɣured,,Latin
Youve grown,Timɣureḍ,,Latin
Youve grown,Timɣurem,,Latin
Youve grown,Timɣuremt,,Latin
Youve grown,Kečč timɣured,,Latin
Youve grown,Kečč timɣureḍ,,Latin
Youve grown,Kemm timɣured,,Latin
Youve grown,Kemm timɣureḍ,,Latin
Youve grown,Kenwi timɣurem,,Latin
Youve grown,Kennemti timɣuremt,,Latin
Youve tried,Tɛerḍed,,Latin
Youve tried,Tɛerḍeḍ,,Latin
Youve tried,Tɛerḍem,,Latin
Youve tried,Tɛerḍemt,,Latin
Youve tried,Turmed,,Latin
Youve tried,Turmem,,Latin
Youve tried,Turmemt,,Latin
Youve tried,Turmeḍ,,Latin
A bat bit Tom,Tom ikerrecit usaylal,,Latin
A car hit Tom,Tom twetit yiwet n tkeṛṛust,,Latin
Air the futon,Ssuffeɣ afutunnni ad tidiwet uzwu,,Latin
All was still,Kullec yella yerked,,Latin
Am I approved,Ttwaqebleɣ,,Latin
Am I dreaming,La ttarguɣ,,Latin
Am I rich now,Uɣaleɣ d ameṛkanti tura,,Latin
Am I safe now,Aqliyi deg laman tura,,Latin
Answer me now,Erriyid tura,,Latin
Are they busy,Ceɣlen,,Latin
Are they busy,Ceɣlent,,Latin
Are they busy,Atni ceɣlen,,Latin
Are they busy,Atenti ceɣlent,,Latin
Are they cute,Nitni d umliḥen,,Latin
